City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
357,Lamar,US,33.6668,-95.5836,86.65,74,75,16.11,Clouds
358,Boca Do Acre,BR,-8.7522,-67.3978,90.1,45,69,1.57,Clouds
359,Charters Towers,AU,-20.1,146.2667,66.81,98,100,12.75,Rain
360,Zuwarah,LY,32.9312,12.082,66.22,63,6,6.85,Clear
361,Bandarbeyla,SO,9.4942,50.8122,83.28,82,1,14.12,Clear
362,Marsabit,KE,2.3284,37.9899,71.46,53,98,11.01,Clouds
363,Cozumel,MX,20.5083,-86.9458,87.94,78,11,5.99,Clouds
364,Leeton,AU,-34.5667,146.4,37.31,100,0,0.0,Fog
365,Nenjiang,CN,49.1833,125.2167,51.24,41,1,11.18,Clear
366,Port-De-Bouc,FR,43.4,4.9833,62.82,87,75,4.61,Rain
367,Faanui,PF,-16.4833,-151.75,80.65,79,11,9.53,Rain
368,Sobolevo,RU,54.4299,31.8996,49.57,83,100,6.82,Clouds
369,San Patricio,US,28.017,-97.5169,92.12,46,7,18.66,Clear
370,Iranshahr,IR,27.2025,60.6848,98.94,12,0,4.61,Clear
371,Kilindoni,TZ,-7.9139,39.6668,81.34,76,18,16.02,Clouds
372,Tilichiki,RU,60.4667,166.1,24.82,90,97,3.87,Clouds
373,Sambava,MG,-14.2667,50.1667,77.05,87,71,8.01,Rain
374,Tahta,EG,26.7693,31.5021,93.22,11,97,5.75,Clouds
375,Paamiut,GL,61.994,-49.6678,33.4,85,100,16.37,Clouds
376,Maniwaki,CA,46.3834,-75.966,61.18,18,0,4.61,Clear
377,Yulara,AU,-25.2406,130.9889,55.24,35,100,6.91,Clouds
378,Cocentaina,ES,38.7398,-0.4398,74.53,45,24,4.23,Clouds
379,Taft,IR,31.7471,54.2088,75.15,15,20,4.61,Clouds
380,Masvingo,ZW,-20.0637,30.8277,68.97,44,53,0.81,Clouds
381,Chicama,PE,-7.8447,-79.1469,61.34,69,100,10.04,Clouds
382,Khorixas,NA,-20.3667,14.9667,76.46,21,0,10.2,Clear
383,Sur,OM,22.5667,59.5289,89.04,46,0,3.65,Clear
384,Slave Lake,CA,55.2834,-114.769,35.58,87,100,19.57,Clouds
385,Gizo,SB,-8.103,156.8419,82.0,79,93,5.64,Clouds
386,Baiao,BR,-2.7906,-49.6717,83.34,89,80,2.48,Clouds
387,Birao,CF,10.2849,22.7882,94.69,16,31,3.71,Clouds
388,Catanduva,BR,-21.1378,-48.9728,85.3,43,16,3.69,Clouds
389,Santa Marta,CO,11.2408,-74.199,91.45,62,20,6.91,Clouds
390,Labuhan,ID,-6.8844,112.2051,80.65,83,100,5.41,Rain
391,Bontang,ID,0.1333,117.5,79.11,89,96,5.12,Clouds
392,Jinchang,CN,38.4953,102.1739,54.01,59,1,6.89,Clear
393,Omsukchan,RU,62.5333,155.8,10.89,94,24,3.85,Clouds
394,Kalmunai,LK,7.4167,81.8167,84.06,77,100,5.12,Clouds
395,Kakrala,IN,27.9,79.2,91.99,16,0,7.45,Clear
396,Nuevo Laredo,MX,27.4763,-99.5164,89.87,62,0,13.8,Clear
397,Teya,RU,60.3778,92.6267,22.41,92,100,5.5,Clouds
398,Wanning,CN,18.8003,110.3967,75.94,89,92,2.26,Clouds
399,Naantali,FI,60.4674,22.0243,46.33,42,0,11.5,Clear
400,Privolzhye,RU,52.8649,48.6044,51.87,50,9,5.68,Clear
401,Praia,CV,14.9215,-23.5087,79.34,57,20,23.02,Clouds
402,Urla,TR,38.3229,26.764,72.41,62,84,6.04,Clouds
403,Leningradskiy,RU,69.3833,178.4167,18.18,97,100,2.48,Clouds
404,Krasnyy Chikoy,RU,50.3643,108.7512,42.42,93,100,8.43,Clouds
405,Kankon,IN,15.0167,74.0167,83.08,83,66,11.18,Clouds
406,Tazmalt,DZ,36.3868,4.3989,68.02,49,75,6.33,Clouds
407,Comodoro Rivadavia,AR,-45.8667,-67.5,64.26,27,0,27.63,Clear
408,Beringovskiy,RU,63.05,179.3167,26.92,94,80,9.64,Clouds
409,Santa Cruz De Tenerife,ES,28.4682,-16.2546,74.8,73,20,12.66,Clouds
410,Konevo,RU,62.1215,39.3192,40.26,77,100,6.22,Clouds
411,Richards Bay,ZA,-28.783,32.0377,67.62,84,99,10.42,Rain
412,Biltine,TD,14.5333,20.9167,99.52,6,1,7.72,Clear
413,Leshukonskoye,RU,64.8989,45.7622,36.43,98,100,2.21,Clouds
414,Canutama,BR,-6.5339,-64.3831,82.49,81,72,1.59,Clouds
415,Bandipur,NP,27.9333,84.4167,67.42,67,23,4.27,Clouds
416,Labuan,MY,5.2767,115.2417,80.96,94,40,3.44,Clouds
417,Jizan,SA,17.3333,42.6667,86.94,63,4,6.96,Clear
418,Kazachinskoye,RU,57.6953,93.2761,29.1,61,100,4.85,Clouds
419,Bende,NG,5.5572,7.6368,80.38,85,100,5.26,Rain
420,Traiguen,CL,-38.25,-72.6833,55.4,78,75,2.8,Clouds
421,Parakou,BJ,9.3372,2.6303,83.53,65,63,6.22,Rain
422,Silopi,TR,37.2497,42.4694,62.35,53,76,3.24,Clouds
423,Kloulklubed,PW,7.0419,134.2556,75.7,85,100,18.25,Clouds
424,Milkovo,RU,54.7167,158.6167,40.75,90,100,0.94,Clouds
425,Trelew,AR,-43.249,-65.3051,66.4,23,100,31.07,Clouds
426,Virginia,US,37.5481,-77.4467,47.44,89,100,13.8,Mist
427,Benicarlo,ES,40.4165,0.4271,75.25,61,35,7.96,Clouds
428,Nouadhibou,MR,20.931,-17.0347,71.58,68,20,11.5,Clouds
429,La Grande,US,45.3246,-118.0877,46.02,69,85,3.24,Clouds
430,Vila Velha,BR,-20.3297,-40.2925,78.75,73,75,19.57,Clouds
431,Guarapari,BR,-20.6667,-40.4975,77.16,66,31,12.21,Clouds
432,Mecca,SA,21.4267,39.8261,86.81,33,0,7.61,Clear
433,Omboue,GA,-1.5746,9.2618,80.04,85,67,7.74,Rain
434,Strenci,LV,57.6257,25.6854,50.16,45,3,12.5,Clear
435,Palafrugell,ES,41.9174,3.1631,70.56,37,43,1.01,Clouds
436,Kyren,RU,51.6828,102.1408,36.72,92,100,3.87,Clouds
437,Cap Malheureux,MU,-19.9842,57.6142,74.46,78,2,3.0,Clear
438,Praia Da Vitoria,PT,38.7333,-27.0667,68.25,60,20,0.87,Clouds
439,Khasan,RU,42.4308,130.6434,45.41,57,4,6.04,Clear
440,Naples,IT,40.8333,14.25,66.25,80,75,9.22,Clouds
441,Namatanai,PG,-3.6667,152.4333,80.28,83,99,10.18,Clouds
442,Cayenne,GF,4.9333,-52.3333,86.04,1,75,11.5,Clouds
443,Tabou,CI,4.423,-7.3528,77.77,88,100,5.1,Rain
444,Cabo Rojo,PR,18.0866,-67.1457,90.05,72,0,5.99,Clear
445,Chapais,CA,49.7834,-74.8492,53.38,44,12,4.03,Clouds
446,Cestas,FR,44.7435,-0.6791,76.93,31,0,6.91,Clear
447,Saint-Pierre,RE,-21.3393,55.4781,73.9,78,0,3.44,Clear
448,Tura,IN,25.5198,90.2201,75.97,67,45,3.27,Clouds
449,Carballo,ES,43.213,-8.691,81.82,65,34,4.18,Clouds
450,Rio Tinto,PT,41.1826,-8.5581,84.36,51,0,9.22,Clear
451,Ostersund,SE,63.1792,14.6357,43.61,60,75,13.8,Clouds
452,Sola,VU,-13.8833,167.55,80.01,76,53,22.82,Clouds
453,Haimen,CN,23.1935,116.6142,69.69,89,100,6.93,Rain
454,Methoni,GR,36.8197,21.7049,71.46,72,93,6.64,Clouds
455,Katiola,CI,8.1333,-5.1,88.43,47,82,8.99,Clouds
456,Winnemucca,US,40.973,-117.7357,37.45,87,100,0.0,Clouds
457,Urubicha,BO,-15.3833,-62.95,90.41,32,11,3.83,Clouds
458,Kapuskasing,CA,49.4169,-82.4331,64.49,19,40,12.66,Clouds
459,Nizwa,OM,22.9333,57.5333,90.54,20,27,1.43,Clouds
460,Bowen,AU,-20.0167,148.2333,73.76,85,100,15.73,Clouds
461,Sao Gabriel,BR,-30.3364,-54.32,69.24,65,0,7.74,Clear
462,Dingle,PH,10.9995,122.6711,79.41,83,46,8.68,Clouds
463,Mana,GF,5.6592,-53.7767,82.8,73,54,11.48,Clouds
464,Anito,PH,12.4497,125.2886,79.18,78,21,9.26,Clouds
465,Constitucion,CL,-35.3333,-72.4167,59.61,72,83,3.29,Clouds
466,Ushtobe,KZ,45.2514,77.9838,58.06,21,1,22.82,Clear
467,Hunterville,NZ,-39.9333,175.5667,55.69,86,100,6.78,Clouds
468,Honiara,SB,-9.4333,159.95,77.38,89,85,7.38,Clouds
469,Luderitz,NA,-26.6481,15.1594,60.39,62,1,15.9,Clear
470,San Andres,CO,12.5847,-81.7006,87.82,74,20,9.22,Clouds
471,Atar,MR,20.5169,-13.0499,106.88,9,50,8.9,Clouds
472,Preston,GB,53.7667,-2.7167,66.88,67,44,9.19,Clouds
473,Vanavara,RU,60.34,102.2797,27.19,86,100,13.06,Clouds
474,Walvis Bay,NA,-22.9575,14.5053,72.55,46,0,10.36,Clear
475,Amahai,ID,-3.3333,128.9167,80.19,87,91,2.01,Clouds
476,Pedasi,PA,7.5333,-80.0333,91.06,70,51,5.5,Clouds
477,Eenhana,NA,-17.4667,16.3333,71.94,30,1,6.55,Clear
478,Pisco,PE,-13.7,-76.2167,70.02,73,0,11.5,Clear
479,Moss Vale,AU,-34.55,150.3833,50.14,91,10,1.74,Clear
480,Port Macquarie,AU,-31.4333,152.9167,47.89,78,0,6.4,Clear
481,Timbiqui,CO,2.7717,-77.6654,86.09,67,79,4.9,Clouds
482,Darhan,MN,49.4867,105.9228,42.24,76,100,22.17,Rain
483,Nyurba,RU,63.2842,118.3319,31.44,88,59,9.93,Clouds
484,General Pico,AR,-35.6566,-63.7568,77.41,38,90,6.91,Clouds
485,Acoua,YT,-12.7239,45.0582,82.31,76,22,5.5,Clouds
486,Ullapool,GB,57.8987,-5.1604,63.36,59,97,7.0,Clouds
487,Itaobim,BR,-16.5667,-41.8333,83.23,43,100,8.14,Clouds
488,Sergeyevka,KZ,53.88,67.4158,53.47,29,19,4.25,Clouds
489,Mahibadhoo,MV,3.7833,72.9667,84.54,79,94,17.47,Clouds
490,Paragominas,BR,-2.9667,-47.4833,81.05,87,100,2.66,Clouds
491,Zhigansk,RU,66.7697,123.3711,25.52,96,100,24.65,Snow
492,Monticello,US,45.3055,-93.7941,55.35,83,40,4.61,Rain
493,Inirida,CO,3.8653,-67.9239,77.59,86,97,2.86,Rain
494,Joshimath,IN,30.5667,79.5667,62.82,65,59,3.4,Clouds
495,Samarai,PG,-10.6167,150.6667,81.77,82,68,13.67,Clouds
496,Tazovskiy,RU,67.4667,78.7,30.7,92,84,14.05,Clouds
497,Dakar,SN,14.6937,-17.4441,85.08,73,75,9.22,Clouds
498,Baruun-Urt,MN,46.6806,113.2792,49.26,22,9,9.75,Clear
499,Ornskoldsvik,SE,63.2909,18.7153,47.35,36,100,19.57,Clouds
500,Hegang,CN,47.4,130.3667,41.56,48,2,6.13,Clear
501,Yenagoa,NG,4.9247,6.2642,81.39,83,100,3.8,Rain
502,Kavaratti,IN,10.5669,72.642,85.12,72,99,15.84,Clouds
503,Mawlamyine,MM,16.4914,97.6256,78.87,84,100,7.58,Rain
504,Biloela,AU,-24.4167,150.5,67.73,94,100,7.76,Clouds
505,Brae,GB,60.3964,-1.353,48.65,87,100,17.02,Clouds
506,Kirensk,RU,57.7853,108.1119,34.12,73,99,13.02,Clouds
507,Kovdor,RU,67.5662,30.4758,36.36,60,97,6.49,Clouds
508,General Roca,AR,-39.0333,-67.5833,69.62,35,46,23.62,Clouds
509,Umm Lajj,SA,25.0213,37.2685,80.87,54,42,10.98,Clouds
510,Moron,AR,-34.6534,-58.6198,74.95,54,20,7.56,Clouds
511,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,73,0,16.11,Clear
512,Colesberg,ZA,-30.72,25.0972,50.67,69,42,12.62,Clouds
513,Medea,DZ,36.2642,2.7539,62.89,47,9,7.67,Clear
514,Inta,RU,66.0317,60.1659,46.87,78,81,15.68,Clouds
515,Lazaro Cardenas,MX,17.9583,-102.2,84.13,52,14,8.81,Clouds
516,Chulman,RU,56.8479,124.9104,33.64,94,100,5.12,Clouds
517,Villamontes,BO,-21.25,-63.5,77.54,47,96,4.7,Clouds
518,Boshnyakovo,RU,49.6333,142.1667,30.52,99,100,14.36,Snow
519,Ayan,RU,56.45,138.1667,30.83,95,73,6.8,Clouds
520,Bojnurd,IR,37.4747,57.329,55.35,88,75,21.85,Drizzle
521,Tauteu,RO,47.2667,22.3333,69.75,70,63,4.25,Clouds
522,Solnechnyy,RU,50.7214,136.6319,38.71,73,71,10.67,Clouds
523,Chandur,IN,19.7333,79.1833,96.31,14,15,1.05,Clouds
524,Pak Phanang,TH,8.3511,100.202,80.82,86,100,7.67,Rain
525,Nishihara,JP,26.1842,127.7558,76.68,97,100,10.36,Mist
526,Muisne,EC,0.6,-80.0333,81.7,78,100,7.43,Clouds
527,Igrim,RU,63.1906,64.4162,42.15,91,15,6.13,Clouds
528,Portmore,JM,17.9702,-76.8672,86.05,74,20,16.11,Clouds
529,Lahaina,US,20.8783,-156.6825,74.8,82,55,4.09,Clouds
530,Koster,ZA,-25.863,26.8976,55.63,53,50,0.09,Clouds
531,Areosa,PT,41.7178,-8.8571,67.98,62,9,9.04,Clear
532,Pitkyaranta,RU,61.5734,31.4792,41.9,61,78,9.06,Rain
533,Margate,GB,51.3813,1.3862,57.11,69,0,5.99,Clear
534,Bredy,RU,52.4153,60.3411,49.98,34,17,9.01,Clouds
535,Coihaique,CL,-45.5752,-72.0662,52.41,79,52,13.18,Clouds
536,Necochea,AR,-38.5473,-58.7368,73.45,50,1,20.4,Clear
537,Kiunga,PG,-6.1219,141.2906,76.37,97,100,1.9,Rain
538,Sao Felix Do Xingu,BR,-6.6447,-51.995,90.3,47,66,4.43,Clouds
539,Antalya,TR,36.7741,30.7178,68.59,74,20,9.22,Clouds
540,Husavik,IS,66.0449,-17.3389,44.67,81,100,4.9,Clouds
541,Plettenberg Bay,ZA,-34.0527,23.3716,57.2,71,82,5.73,Clouds
542,Shirokiy,RU,49.758,129.523,42.44,49,3,6.4,Clear
543,Troitsko-Pechorsk,RU,62.7084,56.1964,49.01,71,40,8.37,Clouds
544,Ionia,US,42.9873,-85.0711,65.86,32,0,8.05,Clear
545,Balkanabat,TM,39.5108,54.3671,67.01,67,100,11.07,Clouds
546,Calama,CL,-22.4667,-68.9333,61.29,11,0,18.41,Clear
547,Keuruu,FI,62.2667,24.7,44.78,42,81,8.01,Clouds
548,Lata,PT,40.1629,-8.3327,77.29,36,64,9.15,Clouds
549,Nykoping,SE,58.753,17.0079,55.69,22,0,10.36,Clear
550,Fort Nelson,CA,58.8053,-122.7002,33.39,86,100,19.57,Snow
551,Conway,US,35.0887,-92.4421,69.89,72,100,16.11,Clouds
552,Yumen,CN,40.2833,97.2,66.69,20,86,10.16,Clouds
553,Butterworth,MY,5.3991,100.3638,84.24,92,20,5.01,Rain
554,Pacific Grove,US,36.6177,-121.9166,57.87,73,40,13.8,Clouds
555,Kununurra,AU,-15.7667,128.7333,73.38,35,2,5.75,Clear
556,Juneau,US,58.3019,-134.4197,46.85,88,40,3.44,Clouds
557,Porto Velho,BR,-8.7619,-63.9039,87.85,62,40,4.61,Clouds
558,Shubarkuduk,KZ,49.1447,56.4872,56.97,35,100,9.55,Clouds
559,Nassau,US,40.7507,-73.5829,58.14,47,100,20.71,Clouds
560,Valparaiso,CL,-33.0393,-71.6273,62.83,75,75,4.61,Clouds
561,Erenhot,CN,43.6475,111.9767,56.53,25,0,9.98,Clear
562,Kodinsk,RU,58.6881,99.1844,28.29,74,94,8.7,Clouds
563,Malko Tarnovo,BG,41.9833,27.5333,46.45,85,96,4.09,Clouds
564,Antofagasta,CL,-23.65,-70.4,67.28,65,1,6.33,Clear
565,Great Yarmouth,GB,52.6083,1.7305,59.41,68,6,8.7,Clear
566,Rozhyshche,UA,50.9154,25.2691,64.13,66,97,6.62,Clouds
567,Kedrovyy,RU,56.1667,91.8167,28.87,58,100,3.74,Clouds
568,Uige,AO,-7.6087,15.0613,75.22,83,75,4.61,Rain
569,Santa Cruz,BO,-17.8,-63.1667,85.46,45,40,13.8,Clouds
570,Bodaybo,RU,57.8506,114.1933,34.57,85,100,7.52,Clouds
571,Madimba,TZ,-10.4,40.3333,79.92,78,20,9.22,Clouds
572,Chivilcoy,AR,-34.8957,-60.0167,74.01,49,78,12.73,Clouds
573,Ust-Kachka,RU,58.006,55.6725,53.89,59,45,4.45,Clouds
574,Nanakuli,US,21.3906,-158.1547,75.15,70,20,3.44,Clouds
575,Berlevag,NO,70.8578,29.0864,32.0,78,92,7.18,Clouds
576,Guaymas,MX,27.9333,-110.9,74.57,83,40,0.0,Clouds
577,Guiratinga,BR,-16.3494,-53.7583,90.14,32,0,0.89,Clear
578,Krutikha,RU,53.9599,81.2093,43.02,81,88,2.13,Clouds
579,Catuday,PH,16.2923,119.8062,82.13,73,52,5.03,Clouds
580,Pahrump,US,36.2083,-115.9839,69.94,22,2,11.01,Clear
581,Tual,ID,-5.6667,132.75,84.76,77,100,10.16,Clouds
582,Synya,RU,65.3718,58.0387,46.87,82,69,10.07,Clouds
583,Nelson Bay,AU,-32.7167,152.15,52.0,92,23,5.66,Clouds
584,Ca Mau,VN,9.1769,105.15,81.61,81,100,8.59,Clouds
585,Saint-Joseph,RE,-21.3667,55.6167,71.98,81,28,7.78,Clouds
586,Melur,IN,10.05,78.3333,91.22,52,100,8.52,Clouds
587,Cubuk,TR,40.2386,33.0322,60.26,41,40,9.22,Clouds
588,Fairlie,GB,55.756,-4.8556,62.51,73,40,5.01,Clouds
589,Nzega,RW,-2.479,29.5564,57.04,97,78,3.42,Rain
590,Teguldet,RU,57.3064,88.1667,28.36,59,20,3.51,Clouds
591,Mattru,SL,7.6244,-11.8332,79.86,80,100,2.17,Clouds
592,Belmonte,BR,-15.8631,-38.8828,75.7,87,100,10.45,Clouds
593,Sarata,UA,46.0197,29.6657,52.79,61,0,6.98,Clear
594,Parana,AR,-31.732,-60.5238,74.55,58,59,6.91,Clouds
595,Dubai,AE,25.2582,55.3047,89.85,45,0,11.5,Clear
596,Ukiah,US,39.1502,-123.2078,49.37,86,100,1.99,Clouds
597,Skjervoy,NO,70.0311,20.9714,33.8,64,100,28.57,Clouds
598,Mildura,AU,-34.2,142.15,49.06,76,100,4.61,Clouds
599,Olinda,BR,-8.0089,-34.8553,83.93,70,40,16.11,Clouds
600,San Diego De La Union,MX,21.4667,-100.8667,82.98,16,2,7.54,Clear
601,Alta Floresta,BR,-9.8756,-56.0861,91.22,55,40,6.91,Clouds
602,Los Llanos De Aridane,ES,28.6585,-17.9182,65.95,73,75,16.11,Clouds
603,Trincomalee,LK,8.5711,81.2335,84.06,79,100,17.58,Clouds
604,Luanda,AO,-8.8368,13.2343,78.82,82,50,12.55,Clouds
605,Akureyri,IS,65.6835,-18.0878,49.93,76,75,9.22,Clouds
606,Grindavik,IS,63.8424,-22.4338,57.15,76,75,20.71,Rain
607,Mendi,PG,-6.1761,143.6513,54.81,96,100,3.74,Clouds
608,Tadine,NC,-21.55,167.8833,70.99,67,69,8.84,Clouds
609,Ayolas,PY,-27.4,-56.9,74.39,61,19,5.44,Clouds
610,Shimoda,JP,34.6667,138.95,57.11,86,81,7.4,Clouds
611,Kupang,ID,-10.1667,123.5833,79.57,74,12,12.88,Clouds
612,Kota Belud,MY,6.351,116.4305,77.5,91,96,4.21,Rain
613,Vila Franca Do Campo,PT,37.7167,-25.4333,68.41,78,89,0.11,Clouds
614,Diebougou,BF,10.9667,-3.25,102.04,21,47,10.02,Clouds
615,Kjollefjord,NO,70.9457,27.3465,33.85,69,40,6.91,Clouds
616,Kyra,RU,49.5776,111.9753,51.93,35,75,6.96,Clouds
617,Naica,MX,27.85,-105.4833,85.66,9,0,11.77,Clear
618,Swellendam,ZA,-34.0226,20.4417,58.66,69,98,2.98,Clouds
619,Sisimiut,GL,66.9395,-53.6735,35.67,52,0,9.95,Clear
620,Tooele,US,40.5308,-112.2983,58.35,47,0,4.61,Clear
621,Laguna,US,38.421,-121.4238,60.06,43,0,8.05,Clear
622,Rameswaram,IN,9.2833,79.3,86.59,83,100,14.58,Rain
623,Arman,RU,59.7,150.1667,32.22,85,73,6.67,Clouds
624,Yuli,NG,9.6989,10.2744,94.24,39,99,6.55,Clouds
625,San Francisco,US,37.7749,-122.4194,59.18,64,40,18.01,Clouds
626,Sechura,PE,-5.5569,-80.8222,77.61,59,86,12.37,Clouds
627,Azuaga,ES,38.2667,-5.6833,78.1,24,84,0.51,Clouds
628,Quatre Cocos,MU,-20.2078,57.7625,75.31,85,28,10.29,Clouds
629,Sjenica,RS,43.2731,19.9994,53.13,78,100,4.45,Clouds
630,Aasiaat,GL,68.7098,-52.8699,26.73,77,23,4.72,Clouds
631,Puerto Rico,AR,-26.796,-55.024,77.07,48,1,3.02,Clear
632,Santa Maria,BR,-29.6842,-53.8069,69.1,68,0,5.75,Clear
633,Caravelas,BR,-17.7125,-39.2481,76.28,82,100,9.01,Clouds
634,Rio Gallegos,AR,-51.6226,-69.2181,48.25,43,0,28.77,Clear
635,Kalisz,PL,51.7611,18.091,60.71,72,53,7.99,Clouds
636,Malaryta,BY,51.7905,24.074,58.03,80,65,9.93,Clouds
637,Freetown,SL,8.484,-13.2299,82.11,78,75,5.75,Clouds
638,Sar-E Pul,AF,35.8333,66.1667,64.99,58,91,10.2,Clouds
639,Kampot,KH,10.6167,104.1833,82.45,86,100,5.86,Clouds
640,Bubaque,GW,11.2833,-15.8333,77.45,70,22,10.96,Clouds
641,Saint-Augustin,CA,51.226,-58.6502,45.14,44,72,9.1,Clouds
642,Gondar,ET,12.6,37.4667,70.81,40,94,6.98,Clouds
643,Carndonagh,IE,55.25,-7.2667,65.82,70,100,10.45,Clouds
644,Tongzi,CN,28.7829,105.0877,73.8,80,88,1.88,Rain
645,Pochutla,MX,15.7432,-96.4661,92.77,37,17,7.4,Clouds
646,Turayf,SA,31.6725,38.6637,71.85,26,0,6.91,Clear
647,Bireun,ID,5.203,96.7009,78.19,91,100,5.82,Rain
648,Mansehra,PK,34.3333,73.2,74.1,33,0,5.64,Clear
649,Banes,CU,20.9625,-75.7186,89.62,47,0,5.3,Clear
650,Caetite,BR,-14.0694,-42.475,73.33,70,100,10.51,Clouds
651,Victor Harbor,AU,-35.5667,138.6167,50.68,79,74,7.27,Clouds
652,Ballina,AU,-28.8667,153.5667,60.78,91,100,6.91,Clouds
653,Padang,ID,-0.9492,100.3543,78.85,85,99,3.67,Clouds
654,Shuiji,CN,27.4214,118.345,68.2,97,100,1.52,Clouds
655,Truth Or Consequences,US,33.1284,-107.2528,80.91,16,0,11.72,Clear
656,Havelock,US,34.8791,-76.9013,57.18,85,100,17.27,Clouds
657,Alexandria,EG,31.2156,29.9553,81.14,53,49,18.79,Clouds
658,Almora,IN,29.6167,79.6667,65.52,36,19,0.69,Clouds
659,Thinadhoo,MV,0.5333,72.9333,84.51,77,78,18.19,Clouds
660,Urucara,BR,-2.5364,-57.76,78.87,92,97,4.0,Rain
661,Mehamn,NO,71.0357,27.8492,31.95,69,40,6.91,Clouds
662,Iguatemi,BR,-23.6803,-54.5611,72.91,57,0,5.64,Clear
663,Leua,SK,48.2156,18.6071,71.74,68,80,4.14,Clouds
664,Mimoso Do Sul,BR,-21.0642,-41.3664,77.65,60,58,3.65,Clouds
665,Woodward,US,36.4337,-99.3904,79.97,60,0,9.22,Clear
666,Yamada,JP,39.4667,141.95,45.95,81,100,5.64,Clouds
667,Innisfail,AU,-17.5333,146.0333,74.3,91,84,6.44,Rain
668,Corbita,RO,46.15,27.3,60.3,41,49,4.79,Clouds
669,Elko,US,41.0002,-115.5012,43.05,75,79,15.99,Rain
670,Puerto Escondido,MX,15.85,-97.0667,88.57,49,28,6.69,Clouds
671,Camiri,BO,-20.05,-63.5167,74.98,50,20,0.0,Clouds
672,La Rioja,ES,42.25,-2.5,67.78,50,100,9.42,Clouds
673,Rock Sound,BS,24.9,-76.2,79.93,75,3,12.64,Clear
674,Yueyang,CN,29.3333,113.0919,68.79,89,94,3.85,Clouds
675,Mkushi,ZM,-13.6202,29.3939,67.41,68,25,6.71,Clouds
676,Lora Del Rio,ES,37.659,-5.5275,87.75,28,78,4.25,Clouds
677,Half Moon Bay,US,37.4636,-122.4286,59.9,66,0,17.27,Haze
678,Havre-Saint-Pierre,CA,50.2334,-63.5986,52.16,25,0,14.97,Clear
679,Nangong,CN,37.3581,115.3744,50.13,62,100,4.29,Clouds
680,Sao Raimundo Das Mangabeiras,BR,-7.0219,-45.4811,90.59,34,100,4.88,Clouds
681,Pijao,CO,4.3342,-75.7035,68.99,78,40,3.44,Haze
682,Kpandae,GH,8.4689,-0.0113,93.67,43,89,9.57,Clouds
683,Nioro,GM,13.35,-15.75,104.58,12,13,4.18,Clouds
684,Chavakkad,IN,10.5333,76.05,84.16,81,100,11.16,Rain
685,Mitu,CO,1.1983,-70.1733,74.14,95,100,2.3,Clouds
686,Jumla,NP,29.2747,82.1838,52.59,86,41,1.45,Clouds
687,Sistranda,NO,63.7256,8.834,44.56,64,99,12.97,Rain
688,Kropotkin,RU,45.4375,40.5756,51.06,74,98,1.43,Clouds
689,Canico,PT,32.6333,-16.85,73.71,68,20,17.27,Clouds
690,Tromso,NO,69.6496,18.957,35.62,80,75,9.22,Clouds
691,Kabanjahe,ID,3.1001,98.4908,64.09,96,100,3.44,Clouds
692,Hay River,CA,60.8156,-115.7999,33.78,93,100,16.11,Rain
693,Bend,US,44.0582,-121.3153,36.82,82,0,8.05,Clear
694,Mabaruma,GY,8.2,-59.7833,80.44,92,64,5.66,Clouds
695,Kautokeino,NO,69.0125,23.0412,33.69,62,100,3.6,Clouds
696,Wundanyi,KE,-3.4019,38.364,65.95,70,93,10.29,Clouds
697,Maldonado,UY,-34.6667,-54.9167,72.79,45,13,10.18,Clouds
698,Abu Kamal,SY,34.4506,40.9171,74.01,26,3,9.37,Clear
699,Vao,NC,-22.6667,167.4833,74.01,59,80,12.64,Clouds
700,Ratnagiri,IN,16.9833,73.3,83.16,81,47,11.95,Clouds
701,Bonavista,CA,48.6499,-53.1147,34.93,67,3,12.82,Clear
702,Santa Rosa,PH,14.3122,121.1114,85.1,75,11,9.84,Clouds
703,Moose Factory,CA,51.2585,-80.6094,66.2,20,0,12.66,Clear
704,Menongue,AO,-14.6585,17.691,69.91,55,71,4.0,Clouds
705,Meulaboh,ID,4.1363,96.1285,78.42,86,100,3.71,Rain
706,Rennes,FR,48.1667,-1.6667,68.97,60,100,8.05,Clouds
707,Renfrew,GB,55.872,-4.3925,63.25,70,40,13.8,Clouds
708,Klaksvik,FO,62.2266,-6.589,49.12,95,100,20.98,Clouds
709,Khuzhir,RU,53.1939,107.3397,36.93,69,100,7.81,Clouds
710,Barro,BR,-6.7167,-38.8667,86.74,44,99,4.65,Clouds
711,Sioux Lookout,CA,50.1001,-91.917,44.67,93,100,9.22,Rain
712,Salinas,US,36.6777,-121.6555,58.98,64,26,8.66,Clouds
713,Bilma,NE,18.6853,12.9164,102.25,9,98,5.66,Clouds
714,Lincoln,US,40.8,-96.667,59.14,91,100,7.0,Clouds
715,Ashland,US,40.8167,-82.2665,61.97,46,3,10.74,Clear
716,Narasaraopet,IN,16.25,80.0667,84.81,70,84,13.87,Clouds
717,Louisville,US,38.2542,-85.7594,67.12,57,0,12.66,Clear
718,Khujner,IN,23.7833,76.6,95.97,12,0,3.24,Clear
